Passenger_ID,Passenger_Full_Name,Gender,Age,Customer_Type,Travel_Purpose,Cabin_Class,Origin_Destination_Route,Booking_Channel,Flight_Distance_KM,Departure_Delay_Min,Arrival_Delay_Min,Ticket_Fare,Seat_Comfort_Rating,Food_Service_Rating,Online_Booking_Experience,Flight_Status,Passenger_Satisfaction
AXP100168,Dylan Carpenter,M,38.0,Returning,Medical,Business ,BOM-COK,Travel Agent,1120,127,88.0,"₹9,645",5,3.0,5,Delayed,Neutral
AXP100169,Rodney Cortez,M,77.0,Returning,Medical,Business,AMD-MAA,Travel Agent,2969,126,75.0,"₹29,507",2,5.0,5,Delayed,Satisfied
AXP100170,Miss Jennifer Hurst,Male,39.0,First-Time,Medical,First,GOI-AMD,Mobile App,4311,0,128.0,"₹3,801",3,5.0,4,On Time,Neutral
AXP100171,Mr. Brent Griffith DDS,Male,52.0,First-Time,Personal,Business ,BLR-AMD,Website,692,163,182.0,"₹13,543",2,2.0,4,Delayed,Neutral
AXP100172,Brian Johnson,M,50.0,Returning,Education,Economy,MAA-DEL,Website,1331,34,21.0,"₹23,907",4,1.0,2,Delayed,Neutral
AXP100173,Mark Dougherty,Female,59.0,First-Time,Medical,First,BOM-MAA,Corporate Portal,3721,103,39.0,"₹11,437",1,4.0,4,On Time,Neutral
AXP100174,Shawn Rogers,F,55.0,First-Time,Personal,First,DEL-DEL,Travel Agent,510,22,100.0,"₹40,662",4,3.0,3,Cancelled,Satisfied
AXP100175,Dean Phelps,Female,37.0,First-Time,Medical, Economy,AMD-BOM,Mobile App,938,8,110.0,"₹36,224",2,1.0,3,On Time,Satisfied
AXP100176,Justin Davis,female,42.0,First-Time,Business,Business,MAA-MAA,Corporate Portal,3441,33,128.0,"₹28,165",4,1.0,2,Delayed,Satisfied
AXP100177,James Martinez,Male,50.0,First-Time,Business,Economy,GOI-HYD,Website,745,173,64.0,"₹32,798",1,2.0,1,Delayed,Dissatisfied
AXP100178,Deanna Wise,male,16.0,First-Time,Personal,First,CCU-HYD,Corporate Portal,2661,127,190.0,"₹3,759",5,4.0,1,On Time,Dissatisfied
AXP100179,Amy Moore,Male,50.0,First-Time,Personal,Business,MAA-AMD,Website,4546,3,181.0,"₹34,859",2,3.0,3,Delayed,Dissatisfied
AXP100180,Richard Donaldson,M,52.0,Returning,Personal,Business ,COK-MAA,Corporate Portal,2004,157,169.0,"₹29,326",4,4.0,4,Cancelled,Dissatisfied
AXP100181,Tonya Jordan,male,62.0,First-Time,Personal, Economy,BLR-DEL,Website,3412,101,148.0,"₹30,686",2,2.0,2,On Time,Dissatisfied
AXP100182,Christine Davies,male,29.0,Returning,Medical,Business,PNQ-MAA,Corporate Portal,4010,74,78.0,"₹6,572",5,5.0,1,On Time,Satisfied
AXP100183,Greg Walsh,F,18.0,First-Time,Personal, Economy,BLR-BLR,Website,1013,98,21.0,"₹22,854",4,1.0,1,On Time,Satisfied
AXP100184,Hunter Edwards,female,16.0,Returning,Personal,Business,CCU-BOM,Mobile App,4324,71,165.0,"₹30,851",4,3.0,5,Cancelled,Neutral
AXP100185,William Turner,Male,20.0,Returning,Personal,Business ,MAA-BOM,Corporate Portal,2232,2,98.0,"₹19,950",2,5.0,3,On Time,Neutral
AXP100186,Dustin Reed,F,41.0,First-Time,Business,Economy,COK-AMD,Corporate Portal,4772,141,7.0,"₹44,557",2,2.0,4,Delayed,Satisfied
AXP100187,Hannah Porter,female,70.0,First-Time,Education,Business,PNQ-AMD,Travel Agent,4613,172,189.0,"₹10,599",1,4.0,2,Cancelled,Satisfied
AXP100188,David Lewis,Female,78.0,First-Time,Business,Economy,BLR-DEL,Corporate Portal,444,33,174.0,"₹42,559",5,1.0,1,Cancelled,Satisfied
AXP100189,Amber Walter,male,29.0,First-Time,Business,First,DEL-BOM,Mobile App,4992,44,16.0,"₹32,508",1,3.0,5,Delayed,Dissatisfied
AXP100190,Sean Dean,F,54.0,First-Time,Business,First,AMD-BLR,Mobile App,471,60,16.0,"₹35,903",4,5.0,3,On Time,Satisfied
AXP100191,Kara Brown,Female,42.0,Returning,Education,Business ,CCU-GOI,Travel Agent,3711,82,89.0,"₹27,433",2,5.0,3,Delayed,Satisfied
AXP100192,Tommy Harris,Male,24.0,First-Time,Education,Business ,AMD-BOM,Website,1971,122,140.0,"₹34,034",4,1.0,2,On Time,Dissatisfied
AXP100193,Stephanie Alvarez,Male,30.0,First-Time,Business,First,PNQ-BOM,Mobile App,1462,101,144.0,"₹24,958",4,4.0,1,On Time,Dissatisfied
AXP100194,Whitney Johnson,M,30.0,First-Time,Personal, Economy,BLR-MAA,Website,2624,15,165.0,"₹38,063",3,2.0,2,Cancelled,Dissatisfied
AXP100195,Christopher Lee,Female,41.0,Returning,Business,First,CCU-BLR,Website,4561,65,80.0,"₹26,911",3,4.0,2,Cancelled,Satisfied
AXP100196,William Hammond,Female,57.0,Returning,Business,First,CCU-HYD,Travel Agent,1120,167,77.0,"₹10,318",4,4.0,5,Delayed,Neutral
AXP100197,Ryan Lozano,F,75.0,First-Time,Business,Economy,HYD-DEL,Travel Agent,3630,144,172.0,"₹14,720",2,4.0,3,Cancelled,Satisfied
AXP100198,David Alvarado,female,28.0,First-Time,Education, Economy,CCU-AMD,Corporate Portal,4635,118,5.0,"₹30,791",4,1.0,4,On Time,Dissatisfied
AXP100199,Ricky Collins,male,66.0,First-Time,Business,Economy,PNQ-GOI,Website,4684,161,162.0,"₹37,846",3,1.0,3,On Time,Neutral
AXP100200,Shelly Strickland,female,78.0,Returning,Medical,First,BOM-HYD,Mobile App,2824,123,109.0,"₹28,131",2,2.0,3,Cancelled,Neutral
AXP100201,Debra King,female,47.0,Returning,Business,Economy,BOM-BOM,Travel Agent,3960,143,13.0,"₹8,243",4,4.0,5,Delayed,Satisfied
AXP100202,Bryan Lee,male,54.0,Returning,Business,Business,PNQ-BLR,Website,2250,101,71.0,"₹12,855",5,1.0,4,On Time,Neutral
AXP100203,Jill Shelton,M,64.0,First-Time,Medical, Economy,BOM-CCU,Mobile App,3700,65,188.0,"₹3,455",5,2.0,1,On Time,Satisfied
AXP100204,Edward Powell,female,67.0,Returning,Business,Business ,PNQ-HYD,Website,1365,12,142.0,"₹25,093",4,2.0,4,Cancelled,Neutral
AXP100205,Jennifer Ellis,M,76.0,First-Time,Business, Economy,MAA-BOM,Website,575,110,53.0,"₹41,676",2,4.0,1,On Time,Neutral
AXP100206,Tina Blankenship,M,47.0,First-Time,Business,First,DEL-PNQ,Mobile App,2233,158,26.0,"₹19,897",4,3.0,4,Delayed,Satisfied
AXP100207,Christopher Foster MD,Female,19.0,First-Time,Personal,Economy,BLR-COK,Mobile App,345,33,12.0,"₹15,950",4,4.0,2,Cancelled,Satisfied
AXP100208,Amy Johnson,Male,45.0,First-Time,Personal,Economy,HYD-HYD,Travel Agent,4588,38,158.0,"₹36,744",3,3.0,4,Cancelled,Neutral
AXP100209,Joseph George,Male,52.0,First-Time,Personal, Economy,COK-CCU,Website,631,135,162.0,"₹43,273",5,2.0,5,On Time,Neutral
AXP100210,Connor Burns,F,38.0,First-Time,Medical,Business,MAA-HYD,Mobile App,904,119,59.0,"₹32,818",3,1.0,1,Cancelled,Satisfied
AXP100211,Jacob Cooper,male,54.0,First-Time,Business,Business ,HYD-BLR,Website,2832,125,5.0,"₹31,500",3,5.0,3,Cancelled,Dissatisfied
AXP100212,Mark Jones,male,60.0,First-Time,Business,Business,HYD-PNQ,Travel Agent,4694,54,196.0,"₹6,181",4,2.0,5,On Time,Satisfied
AXP100213,Micheal West,F,30.0,First-Time,Personal, Economy,CCU-MAA,Mobile App,1163,26,57.0,"₹33,458",3,1.0,1,Cancelled,Satisfied
AXP100214,Grace Cochran,Female,58.0,First-Time,Medical, Economy,DEL-MAA,Mobile App,2434,117,48.0,"₹21,462",5,2.0,1,Delayed,Satisfied
AXP100215,Jessica Garner,Male,44.0,Returning,Medical,Business ,CCU-AMD,Website,2241,52,150.0,"₹5,611",3,4.0,3,Delayed,Dissatisfied
AXP100216,James Willis,M,51.0,Returning,Medical, Economy,PNQ-AMD,Mobile App,2028,38,161.0,"₹10,965",5,3.0,2,On Time,Satisfied
AXP100217,Elizabeth Johnson,Male,28.0,Returning,Personal,Economy,CCU-BLR,Travel Agent,2308,64,25.0,"₹35,087",3,2.0,5,On Time,Dissatisfied
AXP100218,Maria Garrett,F,47.0,Returning,Personal, Economy,DEL-MAA,Travel Agent,4268,144,46.0,"₹33,162",5,1.0,3,On Time,Dissatisfied
AXP100219,Brittney Lee,Male,22.0,Returning,Business,First,BOM-GOI,Corporate Portal,1138,157,4.0,"₹27,058",3,4.0,3,Cancelled,Dissatisfied
AXP100220,Barbara Ellis,M,74.0,First-Time,Business,Business ,MAA-BLR,Mobile App,1006,12,19.0,"₹6,281",3,5.0,2,On Time,Satisfied
AXP100221,Connor Young,female,66.0,Returning,Business,Business,DEL-GOI,Website,1663,20,133.0,"₹42,277",2,4.0,5,On Time,Neutral
AXP100222,Reginald Davis,female,37.0,Returning,Personal, Economy,PNQ-CCU,Travel Agent,3615,146,197.0,"₹27,202",5,3.0,3,Delayed,Dissatisfied
AXP100223,James Snyder,male,,Returning,Personal,Business,CCU-PNQ,Travel Agent,210,52,58.0,"₹19,536",5,4.0,2,On Time,Neutral
AXP100224,Laura Miles,F,17.0,First-Time,Medical,Business,GOI-AMD,Corporate Portal,2068,18,,"₹30,898",5,5.0,5,Cancelled,Neutral
AXP100225,John Baker,Female,57.0,Returning,Personal,Economy,DEL-PNQ,Corporate Portal,1084,56,145.0,"₹25,115",1,1.0,4,On Time,Satisfied
AXP100226,Richard Huffman,Male,60.0,Returning,Business,First,GOI-HYD,Corporate Portal,3764,24,131.0,"₹22,408",3,2.0,1,Delayed,Satisfied
AXP100227,Christopher Ingram,Male,77.0,Returning,Business,Business ,MAA-BLR,Corporate Portal,1589,30,16.0,"₹4,542",5,3.0,2,Cancelled,Satisfied
AXP100228,Shawn Edwards,Female,72.0,First-Time,Personal,Business,PNQ-BLR,Mobile App,3601,80,13.0,"₹38,569",1,5.0,1,On Time,Satisfied
AXP100229,Jenna Bass,Female,68.0,Returning,Education,Economy,AMD-AMD,Travel Agent,4521,22,12.0,"₹20,513",2,3.0,4,On Time,Dissatisfied
AXP100230,Meagan Nelson,female,21.0,Returning,Medical, Economy,HYD-CCU,Mobile App,1024,31,134.0,"₹14,713",5,4.0,3,Cancelled,Dissatisfied
AXP100231,Sheila Cohen,M,43.0,First-Time,Personal,Business,PNQ-DEL,Mobile App,2465,73,127.0,"₹22,217",5,3.0,3,On Time,Satisfied
AXP100232,Stephen Madden,Male,43.0,Returning,Education,Business,CCU-GOI,Travel Agent,1136,9,43.0,"₹26,388",1,5.0,5,Cancelled,Satisfied
AXP100233,David Wilson,F,59.0,Returning,Business, Economy,CCU-DEL,Corporate Portal,3000,53,118.0,"₹30,332",3,2.0,2,Cancelled,Satisfied
AXP100234,Larry Haynes,Male,59.0,First-Time,Personal, Economy,MAA-AMD,Website,2753,51,142.0,"₹4,148",2,2.0,2,On Time,Neutral
AXP100235,Brett Davis,M,35.0,Returning,Medical,First,MAA-PNQ,Travel Agent,4045,147,18.0,"₹32,279",5,3.0,5,On Time,Satisfied
AXP100236,Suzanne Flynn,F,45.0,Returning,Education,Economy,CCU-PNQ,Mobile App,1996,159,62.0,"₹24,275",3,1.0,1,Cancelled,Dissatisfied
AXP100237,Heather Suarez,F,77.0,First-Time,Education, Economy,MAA-AMD,Mobile App,253,113,162.0,"₹22,508",2,3.0,3,Delayed,Satisfied
AXP100238,Barbara Gray,F,26.0,First-Time,Personal, Economy,BOM-HYD,Corporate Portal,926,13,80.0,"₹44,679",4,4.0,3,Cancelled,Neutral
AXP100239,Elizabeth Morris,female,79.0,Returning,Personal,First,PNQ-PNQ,Corporate Portal,2936,177,162.0,"₹5,334",4,2.0,2,Cancelled,Dissatisfied
AXP100240,Crystal Bruce,M,73.0,Returning,Education,Business ,BOM-GOI,Corporate Portal,3370,155,146.0,"₹42,044",2,2.0,2,Delayed,Neutral
AXP100241,Monique Cooper,Male,70.0,First-Time,Business,First,GOI-MAA,Corporate Portal,2113,109,147.0,"₹10,319",1,2.0,5,Delayed,Dissatisfied
AXP100242,Dawn Collins,female,43.0,First-Time,Medical,Business,PNQ-AMD,Travel Agent,1796,52,99.0,"₹26,412",2,1.0,4,Cancelled,Satisfied
AXP100243,Evelyn Pitts,male,40.0,Returning,Business, Economy,BLR-MAA,Travel Agent,2114,151,162.0,"₹5,399",2,1.0,1,Cancelled,Satisfied
AXP100244,David Hess,F,54.0,Returning,Education,Business ,MAA-HYD,Website,2666,78,159.0,"₹37,817",1,5.0,4,Delayed,Dissatisfied
AXP100245,Lori Bartlett,Female,77.0,Returning,Business,Economy,PNQ-GOI,Corporate Portal,2937,21,121.0,"₹28,966",1,3.0,4,Delayed,Satisfied
AXP100246,Nicole Brewer DDS,M,48.0,Returning,Personal,Economy,GOI-CCU,Corporate Portal,1049,29,175.0,"₹19,294",3,,2,Cancelled,Satisfied
AXP100247,Terry Perez,F,16.0,Returning,Education,Business ,COK-COK,Mobile App,2309,3,43.0,"₹14,484",3,,2,On Time,Satisfied
AXP100248,Christopher Mills,M,72.0,First-Time,Medical,Economy,COK-HYD,Travel Agent,202,58,103.0,"₹8,508",1,2.0,2,Cancelled,Neutral
AXP100249,Jack Bennett,Female,42.0,First-Time,Medical, Economy,AMD-COK,Travel Agent,4455,7,151.0,"₹38,060",4,1.0,4,Delayed,Satisfied
AXP100250,Rachael Pennington,F,77.0,First-Time,Business,Economy,BOM-DEL,Website,4269,11,60.0,"₹9,197",4,4.0,1,Cancelled,Neutral
AXP100251,Mark Gordon,Male,72.0,First-Time,Business, Economy,MAA-AMD,Corporate Portal,1092,118,124.0,"₹11,261",2,4.0,2,Delayed,Dissatisfied
AXP100252,Randall Hooper,M,67.0,First-Time,Medical, Economy,GOI-CCU,Mobile App,2230,158,144.0,"₹12,479",5,,3,Delayed,Satisfied
AXP100253,Rhonda Yates,F,28.0,First-Time,Education, Economy,DEL-HYD,Website,3360,33,70.0,"₹44,479",2,3.0,1,Cancelled,Dissatisfied
AXP100254,Jennifer Wright,F,56.0,Returning,Business,Economy,MAA-HYD,Travel Agent,2576,81,106.0,"₹35,338",2,2.0,3,Delayed,Dissatisfied
AXP100255,James Ross,M,18.0,Returning,Education, Economy,HYD-BOM,Corporate Portal,4875,97,49.0,"₹31,252",5,3.0,1,Delayed,Satisfied
AXP100256,Lori White,Female,54.0,First-Time,Medical,First,BLR-BLR,Travel Agent,2133,126,64.0,"₹21,002",1,4.0,2,On Time,Neutral
AXP100257,Johnny Hodges,M,21.0,First-Time,Education,First,HYD-COK,Travel Agent,1580,74,98.0,"₹25,635",4,2.0,5,Delayed,Satisfied
AXP100258,Jason Johnson,male,23.0,First-Time,Medical, Economy,GOI-DEL,Corporate Portal,3881,104,31.0,"₹33,017",2,5.0,2,Cancelled,Satisfied
AXP100259,Jack Navarro,Male,42.0,First-Time,Education, Economy,COK-PNQ,Website,1490,48,163.0,"₹43,451",5,4.0,4,Delayed,Satisfied
AXP100260,Angela Thomas,Female,24.0,First-Time,Personal,First,GOI-HYD,Website,1840,78,140.0,"₹18,997",3,3.0,4,On Time,Neutral
AXP100261,Maria Bass,female,77.0,Returning,Education,Economy,PNQ-COK,Mobile App,2882,92,197.0,"₹37,311",2,3.0,1,On Time,Satisfied
AXP100262,Calvin Smith,female,52.0,Returning,Medical,Business ,PNQ-HYD,Travel Agent,1187,153,57.0,"₹40,294",4,3.0,4,Delayed,Satisfied
AXP100263,James Campos,Male,48.0,First-Time,Education,Business ,BOM-BLR,Corporate Portal,1418,17,127.0,"₹33,042",1,1.0,2,Cancelled,Satisfied
AXP100264,Paul Baxter,Male,66.0,First-Time,Personal,Business,DEL-PNQ,Mobile App,1555,95,141.0,"₹5,663",2,4.0,3,Cancelled,Dissatisfied
AXP100265,Dawn Kelly,female,,First-Time,Business, Economy,HYD-BOM,Travel Agent,4465,37,,"₹8,015",2,,2,On Time,Neutral
AXP100266,Jason Smith,M,59.0,First-Time,Education, Economy,AMD-COK,Mobile App,4816,86,111.0,"₹24,403",5,3.0,1,Delayed,Dissatisfied
AXP100267,Jennifer Herrera,male,39.0,First-Time,Medical, Economy,BLR-AMD,Website,4335,87,67.0,"₹27,431",3,3.0,4,Delayed,Neutral
AXP100268,Donald Alvarado,F,30.0,Returning,Personal,Business ,HYD-DEL,Mobile App,1760,49,39.0,"₹5,509",3,1.0,3,On Time,Neutral
AXP100269,Michelle Nguyen,male,74.0,First-Time,Business, Economy,COK-BOM,Travel Agent,1618,7,186.0,"₹12,617",1,2.0,5,Delayed,Satisfied
AXP100270,Nicholas Diaz,Female,69.0,Returning,Education,First,COK-AMD,Travel Agent,1154,168,143.0,"₹42,934",4,4.0,3,Cancelled,Neutral
AXP100271,Nicole Rodriguez,male,47.0,Returning,Business, Economy,AMD-GOI,Mobile App,1183,133,189.0,"₹44,799",1,5.0,3,On Time,Satisfied
AXP100272,Matthew Davenport,Male,47.0,Returning,Education,Business,CCU-COK,Travel Agent,1174,68,131.0,"₹9,627",2,1.0,2,Delayed,Dissatisfied
AXP100273,Teresa Robinson,F,39.0,First-Time,Education,Business,GOI-AMD,Website,4333,171,172.0,"₹28,029",2,4.0,5,Delayed,Satisfied
AXP100274,Kenneth Montgomery,male,56.0,First-Time,Business,First,PNQ-AMD,Website,4172,120,89.0,"₹36,595",3,5.0,1,On Time,Dissatisfied
AXP100275,Brian Martin,F,67.0,First-Time,Business,Business ,COK-BOM,Travel Agent,1113,63,27.0,"₹8,161",4,3.0,1,On Time,Satisfied
AXP100276,Mark Smith,male,64.0,Returning,Personal, Economy,COK-COK,Website,4749,156,95.0,"₹25,136",5,3.0,3,Delayed,Satisfied
AXP100277,Richard Torres,female,77.0,First-Time,Education,Business,MAA-HYD,Travel Agent,236,155,193.0,"₹44,729",4,2.0,3,Delayed,Dissatisfied
AXP100278,Annette Pruitt,F,64.0,First-Time,Education,Business ,MAA-AMD,Mobile App,3587,138,30.0,"₹22,790",2,5.0,4,Cancelled,Dissatisfied
AXP100279,Jessica Thomas MD,male,73.0,First-Time,Business,Economy,COK-HYD,Corporate Portal,1911,120,2.0,"₹30,690",5,3.0,5,Cancelled,Satisfied
AXP100280,Phillip Montgomery,Female,67.0,Returning,Personal,Business,MAA-COK,Travel Agent,3220,64,135.0,"₹29,262",4,,3,On Time,Satisfied
AXP100281,Scott Evans,F,27.0,First-Time,Business,Business ,DEL-MAA,Mobile App,995,106,23.0,"₹4,466",4,2.0,4,Delayed,Neutral
AXP100282,Susan Green,M,77.0,First-Time,Medical,Business ,HYD-MAA,Website,4236,146,14.0,"₹15,054",5,4.0,5,On Time,Satisfied
AXP100283,Margaret Harris,Male,54.0,Returning,Personal, Economy,CCU-CCU,Corporate Portal,4888,136,170.0,"₹19,833",2,3.0,1,Cancelled,Satisfied
AXP100284,Douglas Gould,F,17.0,Returning,Medical,Business ,AMD-DEL,Travel Agent,3311,154,158.0,"₹8,195",4,1.0,4,Delayed,Neutral
AXP100285,Bradley Kim,female,18.0,First-Time,Personal,Business ,BOM-BOM,Mobile App,1524,161,44.0,"₹31,405",5,1.0,5,On Time,Neutral
AXP100286,Leslie Cooper,Male,64.0,Returning,Education,Business ,HYD-PNQ,Mobile App,517,171,193.0,"₹10,630",2,4.0,4,Delayed,Dissatisfied
AXP100287,Chad Zamora,male,52.0,First-Time,Business,First,BOM-HYD,Website,2596,99,7.0,"₹15,559",5,5.0,3,Delayed,Neutral
AXP100288,William Navarro,male,64.0,First-Time,Personal,First,DEL-PNQ,Travel Agent,2362,81,70.0,"₹40,414",5,2.0,2,Delayed,Dissatisfied
AXP100289,Ronnie Brown,male,71.0,First-Time,Education,Business ,PNQ-CCU,Website,2945,142,107.0,"₹20,103",4,1.0,1,Delayed,Neutral
AXP100290,William Hall,male,32.0,Returning,Education, Economy,AMD-COK,Corporate Portal,1791,50,114.0,"₹22,870",2,1.0,3,Cancelled,Dissatisfied
AXP100291,Rhonda James,female,74.0,Returning,Medical,Business ,PNQ-BLR,Corporate Portal,3311,140,102.0,"₹43,342",4,4.0,3,Delayed,Dissatisfied
AXP100292,Donna Robinson,male,64.0,First-Time,Medical,Economy,HYD-PNQ,Travel Agent,4130,82,124.0,"₹36,688",1,5.0,5,Delayed,Dissatisfied
AXP100293,Phyllis Chapman,Female,17.0,First-Time,Education,Business ,PNQ-GOI,Travel Agent,2196,176,56.0,"₹38,334",1,5.0,4,Delayed,Neutral
AXP100294,Richard Johnson,Male,17.0,Returning,Medical,Business ,BLR-GOI,Mobile App,1512,111,29.0,"₹18,974",2,4.0,1,Delayed,Dissatisfied
AXP100295,Melissa Flores,F,43.0,First-Time,Education,Economy,PNQ-COK,Mobile App,1485,55,145.0,"₹6,200",5,1.0,3,Delayed,Neutral
AXP100296,Kenneth Harper,Female,69.0,Returning,Education,Business,BLR-CCU,Website,4511,178,113.0,"₹27,525",4,2.0,5,Delayed,Dissatisfied
AXP100297,Jessica Rodriguez,Female,38.0,First-Time,Education,First,MAA-PNQ,Corporate Portal,2583,164,196.0,"₹40,574",4,1.0,1,Delayed,Dissatisfied
AXP100298,Stephen Bailey,Female,52.0,Returning,Medical,First,PNQ-AMD,Corporate Portal,3439,144,116.0,"₹33,993",2,5.0,4,Cancelled,Neutral
AXP100299,Jennifer Porter,Female,47.0,First-Time,Personal, Economy,AMD-GOI,Website,2339,156,166.0,"₹17,103",2,1.0,3,Delayed,Dissatisfied
AXP100300,William Larson,Female,48.0,First-Time,Education,First,HYD-COK,Travel Agent,1904,160,59.0,"₹31,635",1,2.0,3,On Time,Dissatisfied
AXP100301,Kevin Ellis,Male,16.0,First-Time,Business, Economy,HYD-MAA,Corporate Portal,562,59,97.0,"₹21,008",3,3.0,3,Cancelled,Dissatisfied
AXP100302,Adrian Gilbert,F,34.0,First-Time,Business,Business,PNQ-COK,Website,2804,119,170.0,"₹15,170",2,1.0,1,Cancelled,Dissatisfied
AXP100303,Cynthia Hernandez,Male,77.0,Returning,Medical,Business ,BLR-PNQ,Website,1916,137,125.0,"₹21,143",3,4.0,1,On Time,Neutral
AXP100304,Sherry Goodwin,female,17.0,Returning,Education,Business ,CCU-PNQ,Corporate Portal,4651,174,172.0,"₹35,870",2,3.0,1,On Time,Neutral
AXP100305,Mitchell Collins,F,68.0,Returning,Education,Business,BOM-COK,Mobile App,4486,22,150.0,"₹5,997",5,4.0,1,On Time,Dissatisfied
AXP100306,Danielle Jackson,Female,59.0,Returning,Personal,Business ,BOM-GOI,Travel Agent,3938,148,196.0,"₹42,624",5,4.0,5,Cancelled,Neutral
AXP100307,Dana Williams,female,41.0,First-Time,Personal,Business,AMD-BLR,Corporate Portal,2669,12,93.0,"₹29,127",1,4.0,2,On Time,Satisfied
AXP100308,Andrea Scott,Female,47.0,Returning,Business,Business ,PNQ-GOI,Mobile App,4995,100,133.0,"₹14,879",1,1.0,5,Cancelled,Dissatisfied
AXP100309,Ashley Simpson,male,21.0,First-Time,Business,First,GOI-BLR,Website,756,160,183.0,"₹21,672",3,5.0,3,On Time,Neutral
AXP100310,Michelle Stevenson,M,47.0,First-Time,Business,First,DEL-PNQ,Travel Agent,1025,23,121.0,"₹20,870",2,3.0,5,Cancelled,Satisfied
AXP100311,Guy Little,M,70.0,First-Time,Business,Business ,BOM-COK,Website,3008,107,107.0,"₹3,331",4,,4,Cancelled,Satisfied
AXP100312,Patrick Parker,female,19.0,First-Time,Education,Economy,BOM-BLR,Website,4721,10,,"₹29,685",1,5.0,1,Cancelled,Satisfied
AXP100313,Andrew Anderson,Male,70.0,Returning,Business,Business,MAA-PNQ,Corporate Portal,2919,16,92.0,"₹16,574",4,1.0,4,Delayed,Satisfied
AXP100314,Aaron Dawson,Male,,First-Time,Personal, Economy,CCU-HYD,Travel Agent,3708,174,150.0,"₹4,226",4,4.0,4,Delayed,Dissatisfied
AXP100315,Jessica Wood,F,71.0,Returning,Education,Business ,COK-CCU,Mobile App,3941,24,5.0,"₹30,153",2,2.0,3,Cancelled,Neutral
AXP100316,Victoria Rogers,male,74.0,Returning,Medical, Economy,CCU-PNQ,Corporate Portal,1774,93,31.0,"₹11,504",3,3.0,1,Delayed,Neutral
AXP100317,Matthew Moreno,F,32.0,Returning,Personal, Economy,MAA-PNQ,Website,4198,20,105.0,"₹21,007",2,5.0,4,Delayed,Satisfied
AXP100318,Gabriela Graham,male,78.0,Returning,Medical, Economy,MAA-DEL,Website,2329,83,145.0,"₹20,501",1,5.0,3,Cancelled,Dissatisfied
AXP100319,Scott Bray,M,53.0,Returning,Business,Economy,COK-BLR,Travel Agent,2603,139,14.0,"₹33,306",4,2.0,1,Delayed,Neutral
AXP100320,Thomas Taylor,M,39.0,Returning,Business,Economy,AMD-BLR,Website,3529,36,167.0,"₹42,261",2,1.0,2,On Time,Neutral
AXP100321,Darren Hart,male,20.0,First-Time,Education,First,CCU-HYD,Website,788,41,121.0,"₹44,605",2,3.0,3,Delayed,Neutral
AXP100322,Janice Williams,F,67.0,First-Time,Education,Business,DEL-BLR,Corporate Portal,2212,144,95.0,"₹23,850",2,2.0,5,On Time,Neutral
AXP100323,Michael Young,Male,49.0,Returning,Personal,Business ,BLR-HYD,Website,1747,100,5.0,"₹9,366",1,4.0,1,Delayed,Neutral
AXP100324,Sabrina Lee,female,21.0,First-Time,Medical,Business ,HYD-BLR,Corporate Portal,494,47,111.0,"₹17,504",3,3.0,4,On Time,Satisfied
AXP100325,Paul Smith,male,37.0,Returning,Education,Business ,GOI-BOM,Travel Agent,2185,102,119.0,"₹17,734",2,5.0,4,Cancelled,Neutral
AXP100326,Anthony Lewis,male,26.0,Returning,Education,Business ,HYD-BOM,Travel Agent,3317,27,122.0,"₹4,184",1,2.0,5,Cancelled,Neutral
AXP100327,Raymond Brown,male,78.0,Returning,Medical,Business,COK-DEL,Travel Agent,1890,40,,"₹24,273",4,5.0,5,Delayed,Satisfied
AXP100328,Christopher Gutierrez,F,63.0,Returning,Medical,Business ,GOI-HYD,Travel Agent,1336,98,66.0,"₹17,487",5,5.0,4,Delayed,Satisfied
AXP100329,Victor Page DDS,Male,31.0,Returning,Business,Business ,COK-MAA,Corporate Portal,2264,46,105.0,"₹7,176",1,5.0,1,Cancelled,Satisfied
AXP100330,Benjamin Black,F,48.0,First-Time,Business,Business,CCU-BOM,Website,4655,145,138.0,"₹43,067",5,1.0,3,Delayed,Neutral
AXP100331,Jennifer Bishop,Female,24.0,Returning,Education,First,GOI-GOI,Travel Agent,4995,104,42.0,"₹21,863",2,5.0,5,On Time,Dissatisfied
AXP100332,Terri Craig,Female,75.0,First-Time,Business,Economy,DEL-BOM,Corporate Portal,4743,123,144.0,"₹42,932",2,4.0,5,On Time,Satisfied
